id,race,decile_score,score_text,two_year_recid,LB,UB,LB_geo,UB_geo,flag_min,flag_max
8731,Caucasian,1,Low,1,-1.67603933631531,-0.510045019863112,-1.69487009136622,-0.699724505493635,1,1
3036,African-American,1,Low,0,-2.12693362041243,-0.490985439499432,-2.45369248974576,-0.585308333489872,1,1
7054,Caucasian,1,Low,0,-3.48223827005534,-0.537848443214749,-2.89644451013034,-0.620737529910252,1,1
2415,Hispanic,1,Low,0,-1.98596312420025,0.57572361114785,-1.85846274055254,0.639937631859401,1,1
7534,Caucasian,1,Low,1,-1.66932269735434,0.575354458339443,-1.54974987820106,0.639590068909998,1,1
5939,Caucasian,1,Low,0,-1.28631204151226,1.47952660564212,-1.30762946499566,1.52306796179972,1,1
4718,Caucasian,1,Low,0,-1.5459342659359,0.575782096692607,-1.48054560021391,0.640006554825999,1,1
7686,Other,1,Low,0,-1.86557965948177,0.576224124912414,-1.6977891575773,0.640409534083503,1,1
3295,Hispanic,1,Low,0,-1.99891172734916,-0.608965718014198,-2.07494623457325,-0.674359795941324,1,1
6944,Caucasian,1,Low,0,-2.19162794826528,-0.490883458436129,-2.42548781507272,-0.585074006189695,1,1
10044,Caucasian,2,Low,1,-1.85845254995126,-0.650894674893809,-1.95677984719895,-0.818508329168943,1,1
1093,Caucasian,2,Low,0,-1.65299979272976,1.40007630711095,-1.9657843340416,1.21026452208686,1,1
10427,Caucasian,2,Low,0,-3.48465073956731,0.0237239925444794,-2.89115923058633,0.0317588210684811,1,1
1945,African-American,2,Low,0,-1.80554471556026,0.119933140316723,-1.97335728918412,0.140294159597173,1,1
4020,Other,2,Low,1,-1.20324416919785,1.46073837856771,-1.16067506539834,1.56673784766628,1,1
5652,African-American,2,Low,1,-1.37118276676715,1.5040009614074,-1.36147237123783,1.62669299068327,1,1
3217,Caucasian,2,Low,0,-1.80367171120219,0.119834210821975,-1.97261009182264,0.140175614479239,1,1
7524,Hispanic,2,Low,0,-1.85242034715833,-0.407457512187424,-1.91937220300676,-0.528667532747283,1,1
8659,African-American,2,Low,0,-1.48456942441967,1.49165371659086,-1.23178469351258,1.63273814766528,1,1
5190,Other,2,Low,1,-1.75217930081633,0.575420191902528,-1.9685006636958,0.639611687331739,1,1
2825,Caucasian,3,Low,1,-1.49153969103323,1.57038652427845,-1.64243924249893,1.49323470440881,1,1
4704,Caucasian,3,Low,1,-1.26756492285569,1.45644847241012,-1.2881811473928,1.50009225103895,1,1
10258,Caucasian,3,Low,1,-1.85518477326885,1.48167819843399,-1.75928353785825,1.69625691902465,1,1
331,Caucasian,3,Low,1,0.33136417027025,1.44763365497537,0.511647302936443,1.35376840357231,1,1
10737,Caucasian,3,Low,0,-1.61189784566047,1.73511426409647,-1.65362406688887,1.84333235815633,1,1
9922,African-American,3,Low,0,-0.568477151952503,5.62107923394031,-0.527190092461278,4.25395413203814,1,1
3988,African-American,3,Low,1,-2.12825239260329,-0.489544366988512,-2.45449398739819,-0.583418614695894,1,1
10918,Caucasian,3,Low,0,-1.19533787428009,1.43877822865778,-1.1583281414802,1.56585078616432,1,1
6249,Caucasian,3,Low,1,-1.19321691471633,1.40506703781066,-1.1672486286516,1.49983205662058,1,1
2879,Caucasian,3,Low,0,-1.88592352327087,-0.531895613076992,-1.87265118581776,-0.614850039908581,1,1
5689,Caucasian,4,Low,0,-1.49153969103323,1.57038652427845,-1.64243924249893,1.49323470440881,1,1
2217,Caucasian,4,Low,0,-1.19299248722573,1.40747477604286,-1.16534191368543,1.5527714490805,1,1
93,African-American,4,Low,1,-2.08160620100316,2.52599066413699,-2.14715729829705,2.20155221700312,1,1
10557,African-American,4,Low,0,0.0851013831101985,1.4972215070528,0.120384235902299,1.59003250466747,1,1
5441,African-American,4,Low,0,-3.48245531066714,-0.540089832442574,-2.89778498846124,-0.623366322654398,1,1
4994,Caucasian,4,Low,1,-1.80607347453507,0.576341892813548,-1.97357395790837,0.640523273779615,1,1
4797,Caucasian,4,Low,0,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
8191,African-American,4,Low,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
1643,Caucasian,4,Low,0,-1.8058221967622,0.119798001817634,-1.97319616002127,0.140129794445102,1,1
2220,African-American,4,Low,1,-1.47249952540222,1.50524160922989,-1.23868656492066,1.62749566380256,1,1
7792,African-American,5,Medium,0,-0.0492737392101568,2.50617942474295,-0.0557758984399584,2.67471451995667,1,1
8534,Caucasian,5,Medium,1,-0.0121685418790644,1.62334748592869,-0.0137099888086572,1.70360712209511,1,1
9416,African-American,5,Medium,0,-1.80607347453507,0.576341892813548,-1.97357395790837,0.640523273779615,1,1
9591,African-American,5,Medium,1,-1.01922082233155,4.28250378169535,-1.15323694895785,3.60849842147638,1,1
5101,African-American,5,Medium,1,0.059659113006147,1.5773649431883,0.0678659621533109,1.63660687315556,1,1
6473,African-American,5,Medium,1,0.331464708966186,1.44643620820841,0.51171010949692,1.50374427519776,1,1
1966,Hispanic,5,Medium,0,-1.48632550084202,1.39965361390828,-1.68140438447818,1.21014242129483,1,1
4649,Hispanic,5,Medium,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
3910,African-American,5,Medium,1,-0.0054779389217039,2.11982778909338,-0.00617192286974899,2.47965947463934,1,1
4990,Caucasian,5,Medium,1,-0.0665651188357186,2.50574330866844,-0.0744265305883638,2.6744986953363,1,1
3338,African-American,6,Medium,0,-1.65272592155381,1.39776379225639,-1.96555629920738,1.20920826295029,1,1
9346,African-American,6,Medium,0,-2.12825239260329,-0.489544366988512,-2.45449398739819,-0.583418614695894,1,1
6809,African-American,6,Medium,0,-1.67569966010339,-0.400813830937088,-1.69436601984979,-0.494054388209818,1,1
8949,African-American,6,Medium,0,-1.38847944862381,1.45415666423584,-1.43594234146421,1.64378569742219,1,1
9348,Caucasian,6,Medium,0,-1.0088858588917,3.3995927957058,-1.14416747009522,2.93886761780749,1,1
8278,African-American,6,Medium,1,-1.84405064320881,1.48291188310477,-1.75129357553862,1.66178453643746,1,1
10559,African-American,6,Medium,0,-0.00542301368544468,2.11970115545952,-0.00610988446747221,2.47942289322649,1,1
386,African-American,6,Medium,1,-1.19533787428009,1.43877822865778,-1.1583281414802,1.56585078616432,1,1
6730,African-American,6,Medium,0,-2.12825239260329,-0.489544366988512,-2.45449398739819,-0.583418614695894,1,1
9120,African-American,6,Medium,0,-3.47446818123957,7.47499208621042,-3.37581198897285,4.88123024372405,1,1
4612,Caucasian,7,Medium,1,0.32925536758952,1.50142381428288,0.508589274413972,1.59438935715524,1,1
6634,African-American,7,Medium,1,0.0851774090905796,1.45810806665571,0.120521366033567,1.57216621138078,1,1
5942,Caucasian,7,Medium,1,-1.80607347453507,0.576341892813548,-1.97357395790837,0.640523273779615,1,1
10703,African-American,7,Medium,0,-0.567925187851234,5.62062771605652,-0.526678712595058,4.25378759937073,1,1
823,African-American,7,Medium,1,0.27661214642203,1.49010269870506,0.268998261955635,1.45155032681161,1,1
1542,African-American,7,Medium,1,-0.568151887372977,5.62056321795566,-0.526849280394137,4.25388333148034,1,1
2211,African-American,7,Medium,1,0.0650398082526554,2.50625028630609,0.0681589598163334,2.67468696663311,1,1
9282,African-American,7,Medium,0,-1.78660583571247,1.39929080231246,-2.07802171203854,1.26605968932602,1,1
10954,Caucasian,7,Medium,0,-1.76591898814154,1.56820086529774,-1.59169268624086,1.49334166069133,1,1
4840,Hispanic,7,Medium,1,-1.83395658020396,0.575804842863997,-2.01123507352125,0.640068978454048,1,1
396,African-American,8,High,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
6426,Other,8,High,1,0.0814297807918289,1.5472846897889,0.100258582309697,1.62871363819435,1,1
4582,African-American,8,High,0,-0.316533156521427,1.58591600230425,-0.37227334115946,1.65900437182438,1,1
8434,African-American,8,High,1,-1.67608336392104,-0.511650543899305,-1.69349568715578,-0.701519935440151,1,1
138,Caucasian,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
5554,African-American,8,High,0,-0.00558001370478073,2.1198408363548,-0.00628681098466845,2.47965657814993,1,1
2543,African-American,8,High,0,-1.3929436883441,9.5352795942189,-1.10452753877029,6.95168387883039,1,1
8626,Caucasian,8,High,1,-0.232157169975473,3.55880293079723,-0.215409359456659,2.86976564839047,1,1
3114,Asian,8,High,1,-1.2289129304799,1.42197399154939,-1.24851859821006,1.52609934989271,1,1
5759,African-American,8,High,0,-1.54752957772897,0.576207368755776,-1.49655580241845,0.640376875889304,1,1
7785,African-American,9,High,1,-0.568223454673024,5.62089128419697,-0.526934098455183,4.25394908943215,1,1
3566,Caucasian,9,High,0,-1.48943108257239,1.57040406836629,-1.64080163307527,1.49331182852373,1,1
6775,African-American,9,High,1,-0.568247218902411,5.62103017722807,-0.526973722703788,4.25400564609182,1,1
8522,Hispanic,9,High,1,-1.3927308405755,9.5335835896368,-1.10436597592977,6.95122446655826,1,1
5678,African-American,9,High,1,-0.555949737665538,5.62041765175902,-0.517286359158695,4.25370216062789,1,1
4707,African-American,9,High,1,-1.65299979272976,1.40007630711095,-1.9657843340416,1.21026452208686,1,1
1965,African-American,9,High,1,0.0750945230415167,2.11977186178391,0.0928525202738737,2.47960884567079,1,1
8195,African-American,9,High,0,0.0835853776104233,1.44788561782727,0.118430645129599,1.34275514376547,1,1
478,African-American,9,High,0,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
5877,African-American,9,High,0,-0.568093132371426,5.62066992129586,-0.526828999353453,4.25389117663386,1,1
4772,African-American,10,High,0,-1.93569911517015,0.505676397497994,-2.02835144623866,0.539729736500961,1,1
4935,African-American,10,High,0,-0.568073380338812,5.62062685816458,-0.526812396315104,4.25394738922645,1,1
40,African-American,10,High,1,-1.67646344649627,-0.511775243099294,-1.69383110700468,-0.703179571460458,1,1
7334,African-American,10,High,1,-0.567692341759959,5.62068307886979,-0.526529477299589,4.25388744430667,1,1
10753,African-American,10,High,1,-1.49153969103323,1.57038652427845,-1.64243924249893,1.49323470440881,1,1
1625,African-American,10,High,1,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
6749,Caucasian,10,High,0,-2.1695447132371,0.506684404897433,-2.48886970398622,0.540677189354403,1,1
5152,African-American,10,High,1,-1.80620455750365,0.576232276335465,-1.97370823085324,0.640435686442924,1,1
7576,African-American,10,High,1,-1.54585950404668,0.576185008280811,-1.47862774173937,0.640384378361942,1,1
891,African-American,10,High,1,-1.47478444771196,9.47474989396228,-1.43290675738957,6.18662434550275,1,1
